Breed,Sex,DOB,Intake_Date,Outcome_Date,Intake_Type,Animal_Type,Outcome_Type,Intake_Condition,Time_in_Shelter_Days,Primary_Color,Secondary_Color,Outcome_Age,Shelter_Name,Intake_Age
DOMESTIC SH,Spayed,2015-05-11,2015-08-29,2015-09-12,STRAY,CAT,adoption,HEALTHY,14,brn tabby,none,124,Sonoma County Animal Shelter,110
GREAT DANE,Neutered,1900-01-01,2022-05-29,2022-05-29,STRAY,DOG,return to owner,HEALTHY,0,gray,none,NaT,Sonoma County Animal Shelter,44708
LHASA APSO/MIX,Spayed,1999-05-07,2014-05-07,2014-05-07,TRANSFER,DOG,return to owner,HEALTHY,0,tan,none,5479,Sonoma County Animal Shelter,5479
CHIHUAHUA SH/MIX,Spayed,2005-05-17,2015-03-13,2015-03-13,STRAY,DOG,return to owner,HEALTHY,0,black,white,3587,Sonoma County Animal Shelter,3587
CHIHUAHUA SH,Spayed,2010-01-02,2018-01-02,2018-01-05,STRAY,DOG,return to owner,HEALTHY,3,tan,none,2925,Sonoma County Animal Shelter,2922
DOMESTIC SH,Spayed,2000-07-03,2019-07-02,2019-07-03,STRAY,CAT,return to owner,UNKNOWN,1,brn tabby,none,6939,Sonoma County Animal Shelter,6938
DOMESTIC SH,Neutered,1900-01-01,2015-05-21,2015-05-26,STRAY,CAT,return to owner,TREATABLE/MANAGEABLE,5,brn tabby,white,NaT,Sonoma County Animal Shelter,42143
DOMESTIC SH,Spayed,2014-06-11,2014-07-11,2014-08-12,OWNER SURRENDER,CAT,adoption,HEALTHY,32,tortie,none,62,Sonoma County Animal Shelter,30
LABRADOR RETR,Male,1900-01-01,2015-03-18,2015-03-18,STRAY,DOG,return to owner,HEALTHY,0,black,none,NaT,Sonoma County Animal Shelter,42079
LABRADOR RETR/MIX,Neutered,2011-04-01,2022-04-01,2022-05-07,OWNER SURRENDER,DOG,transfer,UNKNOWN,36,black,none,4054,Sonoma County Animal Shelter,4018
CAIRN TERRIER/MIX,Neutered,2017-12-06,2018-08-17,2018-09-11,STRAY,DOG,transfer,UNKNOWN,25,tan,none,279,Sonoma County Animal Shelter,254
DOMESTIC SH,Spayed,2016-04-07,2016-06-04,2016-06-30,STRAY,CAT,adoption,HEALTHY,26,black,white,84,Sonoma County Animal Shelter,58
ROTTWEILER,Spayed,1900-01-01,2016-08-04,2016-08-05,STRAY,DOG,return to owner,HEALTHY,1,black,tan,NaT,Sonoma County Animal Shelter,42584
HORSE,Neutered,1900-01-01,2017-02-01,2017-02-02,STRAY,OTHER,transfer,TREATABLE/REHAB,1,brown,none,NaT,Sonoma County Animal Shelter,42765
LABRADOR RETR,Female,2015-10-12,2017-04-12,2017-04-18,QUARANTINE,DOG,return to owner,HEALTHY,6,yellow,none,554,Sonoma County Animal Shelter,548
DOMESTIC SH,Neutered,1900-01-01,2017-12-07,2017-12-21,STRAY,CAT,transfer,UNKNOWN,14,black,white,NaT,Sonoma County Animal Shelter,43074
LABRADOR RETR,Spayed,2005-05-22,2015-04-29,2015-05-07,STRAY,DOG,return to owner,HEALTHY,8,yellow,none,3637,Sonoma County Animal Shelter,3629
CAIRN TERRIER/MIX,Neutered,2014-12-28,2015-05-28,2015-06-06,OWNER SURRENDER,DOG,adoption,HEALTHY,9,brown,none,160,Sonoma County Animal Shelter,151
AMER BULLDOG,Neutered,2012-05-21,2015-09-25,2015-11-28,STRAY,DOG,adoption,HEALTHY,64,br brindle,white,1286,Sonoma County Animal Shelter,1222
PIT BULL,Male,1900-01-01,2017-11-01,2017-12-12,STRAY,DOG,transfer,TREATABLE/REHAB,41,gray,white,NaT,Sonoma County Animal Shelter,43038
PIG,Male,2018-02-12,2018-04-12,2018-04-18,STRAY,OTHER,return to owner,HEALTHY,6,black,gray,65,Sonoma County Animal Shelter,59
PIT BULL,Male,2018-01-11,2019-07-01,2019-07-29,STRAY,DOG,transfer,TREATABLE/REHAB,28,brown,white,564,Sonoma County Animal Shelter,536
DACHSHUND/MIX,Neutered,2007-06-24,2014-06-23,2014-06-24,TRANSFER,DOG,return to owner,HEALTHY,1,brown,white,2557,Sonoma County Animal Shelter,2556
DOMESTIC SH,Spayed,2014-12-01,2016-03-04,2016-03-05,TRANSFER,CAT,adoption,HEALTHY,1,black,white,460,Sonoma County Animal Shelter,459
CHIHUAHUA SH,Female,1900-01-01,2021-02-27,2021-02-27,STRAY,DOG,return to owner,UNKNOWN,0,gray,none,NaT,Sonoma County Animal Shelter,44252
GERM SHEPHERD/BORDER COLLIE,Neutered,1900-01-01,2023-06-24,2023-07-07,QUARANTINE,DOG,return to owner,UNKNOWN,13,brown,white,NaT,Sonoma County Animal Shelter,45099
CHIHUAHUA SH,Spayed,2015-01-30,2015-03-09,2015-04-16,STRAY,DOG,adoption,TREATABLE/REHAB,38,brown,black,76,Sonoma County Animal Shelter,38
DOMESTIC MH,Neutered,2016-04-29,2017-04-29,2017-05-30,OWNER SURRENDER,CAT,adoption,TREATABLE/MANAGEABLE,31,white,black,396,Sonoma County Animal Shelter,365
DOMESTIC MH,Neutered,1900-01-01,2022-10-25,2022-10-25,STRAY,CAT,euthanize,UNKNOWN,0,black,white,NaT,Sonoma County Animal Shelter,44857
CAIRN TERRIER/MIX,Neutered,2018-08-19,2019-02-19,2019-03-01,STRAY,DOG,adoption,HEALTHY,10,black,white,194,Sonoma County Animal Shelter,184
DOMESTIC MH,Neutered,2017-02-15,2017-03-11,2017-04-15,STRAY,CAT,adoption,TREATABLE/REHAB,35,black,none,59,Sonoma County Animal Shelter,24
DOMESTIC SH,Neutered,2014-11-16,2020-11-20,2020-12-18,OWNER SURRENDER,CAT,adoption,HEALTHY,28,gray tabby,none,2224,Sonoma County Animal Shelter,2196
PIT BULL/GERM SHEPHERD,Neutered,2021-01-18,2021-07-19,2021-09-24,STRAY,DOG,adoption,UNKNOWN,67,black,white,249,Sonoma County Animal Shelter,182
DOMESTIC SH,Unknown,1900-01-01,2020-10-26,2020-11-02,STRAY,CAT,disposal,TREATABLE/REHAB,7,brn tabby,none,NaT,Sonoma County Animal Shelter,44128
PIT BULL/MIX,Male,1900-01-01,2019-02-22,2019-03-08,STRAY,DOG,euthanize,UNTREATABLE,14,chocolate,white,NaT,Sonoma County Animal Shelter,43516
PIT BULL,Male,2014-07-10,2015-07-10,2015-07-10,STRAY,DOG,return to owner,HEALTHY,0,blue,tan,365,Sonoma County Animal Shelter,365
SHEEP,Female,1900-01-01,2017-11-29,2017-12-06,STRAY,OTHER,return to owner,HEALTHY,7,white,none,NaT,Sonoma County Animal Shelter,43066
CHIHUAHUA SH,Male,1900-01-01,2021-08-05,2021-09-23,OWNER SURRENDER,DOG,euthanize,UNTREATABLE,49,black,tan,NaT,Sonoma County Animal Shelter,44411
BAT,Unknown,1900-01-01,2017-07-31,2017-08-08,QUARANTINE,OTHER,disposal,UNKNOWN,8,brown,none,NaT,Sonoma County Animal Shelter,42945
BAT,Unknown,1900-01-01,2015-04-14,2015-04-14,QUARANTINE,OTHER,transfer,UNTREATABLE,0,brown,none,NaT,Sonoma County Animal Shelter,42106
LABRADOR RETR,Male,1900-01-01,2021-02-13,2021-02-13,STRAY,DOG,return to owner,UNKNOWN,0,yellow,none,NaT,Sonoma County Animal Shelter,44238
MIN PINSCHER,Neutered,2013-10-11,2015-04-11,2015-04-11,STRAY,DOG,return to owner,HEALTHY,0,black,tan,547,Sonoma County Animal Shelter,547
CHIHUAHUA SH,Neutered,2017-01-09,2020-01-23,2020-02-15,OWNER SURRENDER,DOG,adoption,HEALTHY,23,brown,white,1132,Sonoma County Animal Shelter,1109
DOMESTIC SH,Female,2020-07-08,2020-08-08,2020-08-20,STRAY,CAT,transfer,UNKNOWN,12,gray,none,43,Sonoma County Animal Shelter,31
CATAHOULA/MIX,Female,2020-08-11,2020-09-28,2020-10-08,STRAY,DOG,return to owner,UNKNOWN,10,white,brown,58,Sonoma County Animal Shelter,48
DOMESTIC LH,Neutered,2014-01-02,2014-08-02,2014-08-06,STRAY,CAT,return to owner,HEALTHY,4,black,white,216,Sonoma County Animal Shelter,212
GERM SHEPHERD/WELSH CORGI CAR,Neutered,2016-03-24,2017-05-18,2017-05-24,STRAY,DOG,return to owner,HEALTHY,6,black,tan,426,Sonoma County Animal Shelter,420
GREAT PYRENEES,Spayed,2019-11-08,2021-12-14,2022-01-07,ADOPTION RETURN,DOG,adoption,UNKNOWN,24,white,none,791,Sonoma County Animal Shelter,767
GUINEA PIG,Unknown,2021-01-04,2021-01-04,2021-01-15,STRAY,OTHER,transfer,HEALTHY,11,black,none,11,Sonoma County Animal Shelter,0
DOMESTIC SH,Spayed,2018-04-16,2018-06-15,2018-06-20,OWNER SURRENDER,CAT,adoption,HEALTHY,5,brn tabby,none,65,Sonoma County Animal Shelter,60
DACHSHUND LH/MIX,Spayed,2013-05-19,2018-10-18,2018-10-19,STRAY,DOG,return to owner,UNKNOWN,1,brown,black,1979,Sonoma County Animal Shelter,1978
PIT BULL/MIX,Spayed,2016-04-13,2019-03-28,2019-04-26,STRAY,DOG,transfer,HEALTHY,29,brown,black,1108,Sonoma County Animal Shelter,1079
GERM SHEPHERD,Male,2018-01-22,2023-02-01,2023-02-01,STRAY,DOG,return to owner,UNKNOWN,0,brown,black,1836,Sonoma County Animal Shelter,1836
PIT BULL/MIX,Spayed,1900-01-01,2018-10-27,2018-11-30,STRAY,DOG,euthanize,UNTREATABLE,34,br brindle,none,NaT,Sonoma County Animal Shelter,43398
SIBERIAN HUSKY/MIX,Male,1900-01-01,2022-02-07,2022-02-12,STRAY,DOG,return to owner,UNKNOWN,5,white,gray,NaT,Sonoma County Animal Shelter,44597
DOMESTIC SH,Neutered,2014-09-22,2019-03-01,2019-03-12,STRAY,CAT,euthanize,UNKNOWN,11,black,white,1632,Sonoma County Animal Shelter,1621
GOLDEN RETR/MIX,Neutered,1900-01-01,2014-08-12,2014-08-14,CONFISCATE,DOG,return to owner,HEALTHY,2,tan,brown,NaT,Sonoma County Animal Shelter,41861
DOMESTIC SH,Male,2018-06-05,2018-06-27,2018-06-28,STRAY,CAT,euthanize,TREATABLE/REHAB,1,black,none,23,Sonoma County Animal Shelter,22
PIT BULL,Female,1900-01-01,2022-12-28,2023-02-04,STRAY,DOG,return to owner,UNKNOWN,38,brown,none,NaT,Sonoma County Animal Shelter,44921
DOMESTIC SH,Spayed,2016-02-24,2018-02-24,2018-02-28,STRAY,CAT,return to owner,HEALTHY,4,white,calico,735,Sonoma County Animal Shelter,731
DOMESTIC SH,Neutered,2021-07-04,2021-09-04,2021-09-28,STRAY,CAT,adoption,UNKNOWN,24,org tabby,white,86,Sonoma County Animal Shelter,62
BEAGLE/MIX,Spayed,2006-02-17,2021-06-17,2021-07-01,STRAY,DOG,return to owner,UNKNOWN,14,black,none,5613,Sonoma County Animal Shelter,5599
DOMESTIC SH,Spayed,2015-04-26,2015-05-30,2015-06-23,STRAY,CAT,adoption,TREATABLE/REHAB,24,tortie,none,58,Sonoma County Animal Shelter,34
DOMESTIC SH,Spayed,2014-07-11,2017-06-27,2017-08-08,STRAY,CAT,adoption,HEALTHY,42,brn tabby,white,1124,Sonoma County Animal Shelter,1082
CHIHUAHUA SH,Neutered,2018-08-04,2021-07-25,2021-08-10,QUARANTINE,DOG,return to owner,HEALTHY,16,brown,none,1102,Sonoma County Animal Shelter,1086
LABRADOR RETR/PIT BULL,Female,1900-01-01,2015-12-24,2016-02-08,STRAY,DOG,transfer,TREATABLE/MANAGEABLE,46,brown,none,NaT,Sonoma County Animal Shelter,42360
POMERANIAN/MIX,Male,2011-12-15,2016-12-12,2016-12-15,STRAY,DOG,return to owner,TREATABLE/REHAB,3,brown,black,1827,Sonoma County Animal Shelter,1824
STAFFORDSHIRE/MIX,Spayed,2009-03-03,2014-02-11,2014-03-15,STRAY,DOG,adoption,TREATABLE/MANAGEABLE,32,blue,none,1838,Sonoma County Animal Shelter,1806
DOMESTIC LH,Spayed,2020-12-15,2022-05-24,2022-06-23,STRAY,CAT,transfer,HEALTHY,30,black,white,555,Sonoma County Animal Shelter,525
RABBIT SH,Male,1900-01-01,2015-10-30,2015-10-30,STRAY,OTHER,euthanize,UNTREATABLE,0,white,black,NaT,Sonoma County Animal Shelter,42305
RABBIT SH,Spayed,2016-03-20,2017-08-21,2017-09-29,STRAY,OTHER,transfer,HEALTHY,39,black,none,558,Sonoma County Animal Shelter,519
DOMESTIC MH,Neutered,2011-08-17,2014-04-09,2014-05-02,OWNER SURRENDER,CAT,adoption,HEALTHY,23,black,none,989,Sonoma County Animal Shelter,966
SIBERIAN HUSKY,Spayed,2021-04-18,2021-04-18,2021-07-13,STRAY,DOG,adoption,UNKNOWN,86,black,white,86,Sonoma County Animal Shelter,0
CHIHUAHUA SH,Female,2009-09-21,2019-11-02,2019-11-05,STRAY,DOG,euthanize,UNTREATABLE,3,tan,white,3697,Sonoma County Animal Shelter,3694
ENGLISH SPOT/MIX,Male,2013-02-03,2015-02-03,2015-02-19,STRAY,OTHER,transfer,HEALTHY,16,brown,white,746,Sonoma County Animal Shelter,730
DOMESTIC SH,Spayed,2012-05-30,2014-07-19,2014-07-26,ADOPTION RETURN,CAT,adoption,HEALTHY,7,black,none,787,Sonoma County Animal Shelter,780
PIT BULL,Female,1900-01-01,2016-09-07,2016-09-09,STRAY,DOG,return to owner,HEALTHY,2,brown,white,NaT,Sonoma County Animal Shelter,42618
GERM SHEPHERD/MIX,Spayed,2016-11-21,2017-02-12,2017-02-25,STRAY,DOG,adoption,HEALTHY,13,brown,black,96,Sonoma County Animal Shelter,83
PIT BULL,Neutered,2016-07-03,2021-06-10,2021-06-24,QUARANTINE,DOG,return to owner,UNKNOWN,14,blue,white,1817,Sonoma County Animal Shelter,1803
DOMESTIC SH,Neutered,2018-10-03,2018-12-07,2018-12-19,STRAY,CAT,adoption,HEALTHY,12,brn tabby,none,77,Sonoma County Animal Shelter,65
DOMESTIC SH,Unknown,2021-04-28,2021-05-28,2021-05-28,STRAY,CAT,transfer,UNKNOWN,0,white,brown,30,Sonoma County Animal Shelter,30
DACHSHUND/MIX,Spayed,2011-08-27,2015-08-05,2015-08-28,STRAY,DOG,adoption,HEALTHY,23,brown,none,1462,Sonoma County Animal Shelter,1439
BORDER COLLIE,Neutered,2014-08-14,2018-10-07,2018-10-08,CONFISCATE,DOG,return to owner,UNKNOWN,1,black,white,1516,Sonoma County Animal Shelter,1515
PIT BULL/MIX,Neutered,2016-09-08,2018-01-03,2018-06-07,STRAY,DOG,adoption,HEALTHY,155,tan,white,637,Sonoma County Animal Shelter,482
GERM SHEPHERD,Neutered,2015-05-17,2018-05-02,2018-05-03,STRAY,DOG,return to owner,HEALTHY,1,brown,black,1082,Sonoma County Animal Shelter,1081
PIT BULL/MIX,Female,2017-03-27,2020-12-28,2021-03-27,STRAY,DOG,euthanize,UNTREATABLE,89,brown,white,1461,Sonoma County Animal Shelter,1372
SIBERIAN HUSKY,Male,2015-04-12,2017-04-12,2017-05-06,OWNER SURRENDER,DOG,euthanize,UNTREATABLE,24,white,gray,755,Sonoma County Animal Shelter,731
SIBERIAN HUSKY,Female,2016-06-15,2018-06-15,2018-06-15,STRAY,DOG,return to owner,HEALTHY,0,gray,white,730,Sonoma County Animal Shelter,730
BAT,Unknown,1900-01-01,2017-03-16,2017-03-16,QUARANTINE,OTHER,euthanize,UNTREATABLE,0,brown,none,NaT,Sonoma County Animal Shelter,42808
SIAMESE/MIX,Spayed,1900-01-01,2016-03-17,2016-04-05,STRAY,CAT,transfer,HEALTHY,19,seal pt,white,NaT,Sonoma County Animal Shelter,42444
LABRADOR RETR/MIX,Neutered,2005-09-08,2016-08-31,2016-10-12,STRAY,DOG,euthanize,TREATABLE/MANAGEABLE,42,black,none,4052,Sonoma County Animal Shelter,4010
DOMESTIC SH,Neutered,1900-01-01,2015-08-18,2015-08-18,STRAY,CAT,euthanize,UNTREATABLE,0,black,none,NaT,Sonoma County Animal Shelter,42232
LOP-MINI/MIX,Female,2014-05-19,2015-05-19,2015-07-29,STRAY,OTHER,transfer,HEALTHY,71,agouti,none,436,Sonoma County Animal Shelter,365
PIT BULL,Female,1900-01-01,2016-02-17,2016-03-05,STRAY,DOG,euthanize,TREATABLE/MANAGEABLE,17,brown,white,NaT,Sonoma County Animal Shelter,42415
DOMESTIC LH,Unknown,1900-01-01,2014-01-31,2014-02-04,STRAY,CAT,transfer,HEALTHY,4,org tabby,none,NaT,Sonoma County Animal Shelter,41668
POLISH,Male,1900-01-01,2019-03-28,2019-04-18,STRAY,OTHER,transfer,UNKNOWN,21,black,tan,NaT,Sonoma County Animal Shelter,43550
CHIHUAHUA SH,Spayed,2008-04-15,2014-02-24,2014-02-28,STRAY,DOG,return to owner,HEALTHY,4,tan,black,2145,Sonoma County Animal Shelter,2141
PIT BULL/MIX,Male,2023-05-19,2023-06-26,2023-06-27,STRAY,DOG,transfer,UNKNOWN,1,black,white,39,Sonoma County Animal Shelter,38
RABBIT SH,Female,1900-01-01,2018-02-20,2018-03-01,OWNER SURRENDER,OTHER,transfer,HEALTHY,9,white,black,NaT,Sonoma County Animal Shelter,43149
CHIHUAHUA SH,Spayed,2013-08-26,2014-02-19,2014-03-01,TRANSFER,DOG,adoption,HEALTHY,10,gray,tan,187,Sonoma County Animal Shelter,177
SCHNAUZER MIN,Male,1900-01-01,2019-03-16,2019-04-10,STRAY,DOG,transfer,TREATABLE/REHAB,25,gray,none,NaT,Sonoma County Animal Shelter,43538
RABBIT SH,Spayed,2014-01-15,2014-05-13,2014-05-23,STRAY,OTHER,adoption,HEALTHY,10,brown,black,128,Sonoma County Animal Shelter,118
DOMESTIC SH,Neutered,2016-05-13,2016-07-13,2016-07-23,STRAY,CAT,adoption,HEALTHY,10,black,white,71,Sonoma County Animal Shelter,61
POMERANIAN,Female,2015-02-13,2018-02-13,2018-02-20,STRAY,DOG,transfer,UNKNOWN,7,white,none,1103,Sonoma County Animal Shelter,1096
GUINEA PIG,Male,1900-01-01,2020-03-19,2020-05-21,OWNER SURRENDER,OTHER,transfer,HEALTHY,63,tricolor,none,NaT,Sonoma County Animal Shelter,43907
AUST CATTLE DOG,Female,1900-01-01,2019-10-20,2019-10-26,STRAY,DOG,transfer,HEALTHY,6,black,gray,NaT,Sonoma County Animal Shelter,43756
DOMESTIC SH,Neutered,2015-09-05,2015-10-30,2015-11-21,OWNER SURRENDER,CAT,adoption,TREATABLE/REHAB,22,brn tabby,none,77,Sonoma County Animal Shelter,55
RACCOON,Unknown,1900-01-01,2015-08-10,2015-08-10,QUARANTINE,OTHER,euthanize,UNTREATABLE,0,gray,black,NaT,Sonoma County Animal Shelter,42224
PIG,Neutered,1900-01-01,2017-07-18,2017-07-19,STRAY,OTHER,return to owner,HEALTHY,1,white,black,NaT,Sonoma County Animal Shelter,42932
MIN PINSCHER/MIX,Neutered,2018-02-06,2021-02-06,2021-02-06,STRAY,DOG,return to owner,UNKNOWN,0,brown,white,1096,Sonoma County Animal Shelter,1096
LABRADOR RETR/AKITA,Spayed,2006-01-01,2015-01-12,2015-02-10,STRAY,DOG,adoption,HEALTHY,29,tan,white,3327,Sonoma County Animal Shelter,3298
GERM SHEPHERD/MIX,Female,2022-03-15,2023-05-08,2023-05-09,STRAY,DOG,return to owner,UNKNOWN,1,tan,black,420,Sonoma County Animal Shelter,419
DOMESTIC SH,Male,1900-01-01,2019-05-24,2019-05-24,STRAY,CAT,euthanize,UNTREATABLE,0,org tabby,none,NaT,Sonoma County Animal Shelter,43607
CHIHUAHUA SH,Neutered,2014-01-29,2015-05-22,2015-06-03,OWNER SURRENDER,DOG,transfer,HEALTHY,12,black,brown,490,Sonoma County Animal Shelter,478
DOMESTIC SH,Neutered,2019-05-12,2021-05-10,2021-05-22,STRAY,CAT,euthanize,UNTREATABLE,12,white,black,741,Sonoma County Animal Shelter,729
RABBIT SH,Neutered,2014-01-08,2014-04-24,2014-05-24,STRAY,OTHER,transfer,HEALTHY,30,white,black,136,Sonoma County Animal Shelter,106
DACHSHUND/MIX,Female,1900-01-01,2018-04-03,2018-04-04,STRAY,DOG,return to owner,HEALTHY,1,black,tricolor,NaT,Sonoma County Animal Shelter,43191
DOMESTIC SH,Spayed,2016-10-15,2017-04-15,2017-05-05,STRAY,CAT,adoption,HEALTHY,20,org tabby,none,202,Sonoma County Animal Shelter,182
DOMESTIC SH,Unknown,2008-10-23,2019-10-23,2019-11-01,STRAY,CAT,euthanize,UNTREATABLE,9,buff,none,4026,Sonoma County Animal Shelter,4017
DOMESTIC SH,Neutered,2010-09-03,2014-09-03,2014-09-03,STRAY,CAT,return to owner,HEALTHY,0,white,gray,1461,Sonoma County Animal Shelter,1461
CHIHUAHUA LH/MIX,Male,2020-01-14,2021-12-28,2022-01-21,STRAY,DOG,transfer,UNKNOWN,24,brown,none,738,Sonoma County Animal Shelter,714
RABBIT SH,Neutered,2017-09-13,2019-08-15,2019-09-14,STRAY,OTHER,adoption,HEALTHY,30,white,black,731,Sonoma County Animal Shelter,701
DOMESTIC SH,Spayed,2021-05-11,2023-05-18,2023-05-26,STRAY,CAT,return to owner,HEALTHY,8,tortie,none,745,Sonoma County Animal Shelter,737
CAIRN TERRIER/MIX,Neutered,2015-09-20,2016-09-17,2016-09-20,STRAY,DOG,return to owner,HEALTHY,3,white,brown,366,Sonoma County Animal Shelter,363
CHIHUAHUA SH,Spayed,2017-03-01,2019-01-21,2019-01-26,CONFISCATE,DOG,return to owner,HEALTHY,5,tan,none,696,Sonoma County Animal Shelter,691
GOAT,Male,2011-04-09,2018-03-22,2018-05-01,CONFISCATE,OTHER,adoption,TREATABLE/REHAB,40,gray,white,2579,Sonoma County Animal Shelter,2539
DOMESTIC SH,Neutered,2017-03-25,2017-09-16,2017-09-27,STRAY,CAT,adoption,HEALTHY,11,black,white,186,Sonoma County Animal Shelter,175
DOMESTIC SH,Neutered,1900-01-01,2016-11-18,2016-11-21,STRAY,CAT,euthanize,UNTREATABLE,3,gray tabby,none,NaT,Sonoma County Animal Shelter,42690
BLOODHOUND/MIX,Neutered,2013-08-02,2023-08-02,2023-08-02,STRAY,DOG,return to owner,UNKNOWN,0,white,black,3652,Sonoma County Animal Shelter,3652
PIT BULL,Male,1900-01-01,2018-09-13,2018-09-21,STRAY,DOG,transfer,UNKNOWN,8,black,white,NaT,Sonoma County Animal Shelter,43354
CHIHUAHUA SH/MIX,Neutered,2008-05-29,2015-01-20,2015-03-04,CONFISCATE,DOG,adoption,HEALTHY,43,black,tan,2470,Sonoma County Animal Shelter,2427
GOAT,Neutered,1900-01-01,2022-05-17,2022-05-17,STRAY,OTHER,return to owner,UNKNOWN,0,red,none,NaT,Sonoma County Animal Shelter,44696
ENG COONHOUND/MIX,Neutered,2018-09-13,2022-09-13,2022-09-14,STRAY,DOG,return to owner,UNKNOWN,1,white,tan,1462,Sonoma County Animal Shelter,1461
LABRADOR RETR,Neutered,1900-01-01,2014-04-29,2014-05-06,OWNER SURRENDER,DOG,return to owner,HEALTHY,7,black,none,NaT,Sonoma County Animal Shelter,41756
AMERICAN STAFF/PIT BULL,Neutered,1900-01-01,2015-09-30,2015-10-08,CONFISCATE,DOG,return to owner,HEALTHY,8,black,white,NaT,Sonoma County Animal Shelter,42275
DOMESTIC SH,Neutered,2017-04-20,2023-07-16,2023-07-28,QUARANTINE,CAT,return to owner,UNKNOWN,12,brn tabby,none,2290,Sonoma County Animal Shelter,2278
POODLE MIN,Neutered,2016-08-26,2022-08-02,2022-09-06,STRAY,DOG,transfer,HEALTHY,35,cream,none,2202,Sonoma County Animal Shelter,2167
POMERANIAN,Spayed,2003-12-09,2016-12-06,2016-12-29,STRAY,DOG,euthanize,UNTREATABLE,23,white,none,4769,Sonoma County Animal Shelter,4746
CHIHUAHUA LH/MIX,Male,1900-01-01,2022-04-14,2022-04-21,STRAY,DOG,return to owner,UNKNOWN,7,tan,none,NaT,Sonoma County Animal Shelter,44663
CHIHUAHUA SH/DACHSHUND,Neutered,2014-10-31,2016-09-22,2016-12-16,STRAY,DOG,euthanize,HEALTHY,85,tan,white,777,Sonoma County Animal Shelter,692
LABRADOR RETR/PIT BULL,Spayed,2020-10-22,2020-12-12,2021-01-08,STRAY,DOG,adoption,HEALTHY,27,black,white,78,Sonoma County Animal Shelter,51
PARSON RUSS TER,Male,2003-09-03,2015-08-23,2015-09-04,STRAY,DOG,euthanize,UNTREATABLE,12,white,black,4384,Sonoma County Animal Shelter,4372
DOMESTIC SH,Unknown,1900-01-01,2018-06-22,2018-06-22,STRAY,CAT,euthanize,UNKNOWN,0,black,white,NaT,Sonoma County Animal Shelter,43271
WEIMARANER,Neutered,2015-02-11,2019-02-13,2019-02-19,QUARANTINE,DOG,disposal,UNKNOWN,6,blue,none,1469,Sonoma County Animal Shelter,1463
DOMESTIC SH,Spayed,2013-01-09,2015-01-09,2015-01-27,STRAY,CAT,adoption,HEALTHY,18,black,none,748,Sonoma County Animal Shelter,730
DOMESTIC SH,Spayed,2017-03-25,2018-08-10,2018-09-05,STRAY,CAT,adoption,HEALTHY,26,brn tabby,none,529,Sonoma County Animal Shelter,503
SCHNAUZER STAND/MIX,Spayed,1900-01-01,2017-07-21,2017-07-21,STRAY,DOG,return to owner,UNKNOWN,0,black,none,NaT,Sonoma County Animal Shelter,42935
DOMESTIC SH,Neutered,2016-04-26,2016-05-26,2016-07-20,STRAY,CAT,adoption,TREATABLE/REHAB,55,gray tabby,none,85,Sonoma County Animal Shelter,30
DOMESTIC SH,Unknown,1900-01-01,2017-05-20,2017-05-20,STRAY,CAT,euthanize,UNTREATABLE,0,calico,none,NaT,Sonoma County Animal Shelter,42873
PIT BULL/MIX,Male,2018-09-01,2020-02-07,2020-02-07,STRAY,DOG,return to owner,UNKNOWN,0,black,white,524,Sonoma County Animal Shelter,524
BLUETICK HOUND,Neutered,2002-06-18,2015-06-18,2015-06-18,STRAY,DOG,return to owner,HEALTHY,0,black,white,4748,Sonoma County Animal Shelter,4748
CHIHUAHUA SH/DACHSHUND,Neutered,2023-04-15,2023-06-15,2023-07-07,STRAY,DOG,adoption,HEALTHY,22,cream,none,83,Sonoma County Animal Shelter,61
DOBERMAN PINSCH,Spayed,2021-02-04,2022-01-20,2022-02-08,STRAY,DOG,transfer,HEALTHY,19,black,tan,369,Sonoma County Animal Shelter,350
PIT BULL/GERM SHEPHERD,Spayed,2018-03-23,2020-11-17,2020-12-02,OWNER SURRENDER,DOG,euthanize,UNKNOWN,15,black,tan,985,Sonoma County Animal Shelter,970
AUST SHEPHERD,Neutered,2019-07-06,2023-07-06,2023-07-06,STRAY,DOG,return to owner,UNKNOWN,0,brown,none,1461,Sonoma County Animal Shelter,1461
DOMESTIC SH,Neutered,2014-06-11,2014-07-11,2014-08-14,OWNER SURRENDER,CAT,adoption,HEALTHY,34,black,white,64,Sonoma County Animal Shelter,30
POMERANIAN/ITAL GREYHOUND,Spayed,2015-08-22,2015-10-23,2015-11-14,OWNER SURRENDER,DOG,adoption,HEALTHY,22,brn merle,white,84,Sonoma County Animal Shelter,62
SIBERIAN HUSKY,Female,2013-02-11,2014-08-27,2014-08-28,STRAY,DOG,return to owner,HEALTHY,1,red,white,563,Sonoma County Animal Shelter,562
GERM SHEPHERD/PIT BULL,Female,2021-11-23,2022-02-23,2022-02-23,OWNER SURRENDER,DOG,transfer,TREATABLE/REHAB,0,bl brindle,white,92,Sonoma County Animal Shelter,92
DOMESTIC SH,Spayed,2021-08-30,2023-01-10,2023-01-17,OWNER SURRENDER,CAT,adoption,UNKNOWN,7,black,white,505,Sonoma County Animal Shelter,498
DOMESTIC SH,Female,1900-01-01,2017-05-02,2017-05-02,STRAY,CAT,transfer,HEALTHY,0,white,brn tabby,NaT,Sonoma County Animal Shelter,42855
