Animal_Type,DOB,Primary_Color,Secondary_Color,Sex,Intake_Date,Intake_Condition,Intake_Type,Outcome_Date,Outcome_Type,Intake_Age,Outcome_Age,Time_in_Shelter_Days,Intake_Age_Days,Breed,Shelter_Name
DOG,2014-02-06,BROWN,None,Neutered,2022-02-03,NORMAL,STRAY,2022-02-04,RETURN TO OWNER,2919 days,2920 days,1 days,2919,Unknown,Long Beach California Animal Shelter
DOG,2013-08-06,WHITE,TAN,Neutered,2022-02-03,NORMAL,STRAY,2022-02-04,RETURN TO OWNER,3103 days,3104 days,1 days,3103,Unknown,Long Beach California Animal Shelter
DOG,2015-02-04,BLACK,WHITE,Female,2017-02-04,NORMAL,STRAY,2017-02-10,TRANSFER,731 days,737 days,6 days,731,Unknown,Long Beach California Animal Shelter
DOG,2014-07-02,BLACK,None,Neutered,2018-01-14,NORMAL,STRAY,2018-01-14,RETURN TO OWNER,1292 days,1292 days,0 days,1292,Unknown,Long Beach California Animal Shelter
DOG,2015-08-02,BROWN,WHITE,Male,2018-08-02,NORMAL,STRAY,2018-08-09,TRANSFER,1096 days,1103 days,7 days,1096,Unknown,Long Beach California Animal Shelter
CAT,2016-03-25,GRAY,WHITE,Male,2017-02-25,NORMAL,OWNER SURRENDER,2017-03-05,TRANSFER,337 days,345 days,8 days,337,Unknown,Long Beach California Animal Shelter
DOG,2014-06-05,BLACK,None,Female,2019-06-05,NORMAL,STRAY,2019-06-05,RETURN TO OWNER,1826 days,1826 days,0 days,1826,Unknown,Long Beach California Animal Shelter
BIRD,2019-04-16,BLACK,None,Unknown,2019-04-19,UNDER AGE/WEIGHT,STRAY,2019-04-20,DIED,3 days,4 days,1 days,3,Unknown,Long Beach California Animal Shelter
DOG,2016-07-06,BROWN,None,Neutered,2019-02-05,NORMAL,STRAY,2019-02-07,RETURN TO OWNER,944 days,946 days,2 days,944,Unknown,Long Beach California Animal Shelter
DOG,2009-06-13,TAN,None,Male,2017-06-13,INJURED  SEVERE,STRAY,2017-06-14,EUTHANASIA,2922 days,2923 days,1 days,2922,Unknown,Long Beach California Animal Shelter
CAT,2023-10-29,ORANGE,None,Neutered,2024-10-29,NORMAL,STRAY,2024-10-30,COMMUNITY CAT,366 days,367 days,1 days,366,Unknown,Long Beach California Animal Shelter
DOG,2007-08-23,YELLOW,None,Spayed,2017-08-19,NORMAL,STRAY,2017-08-20,RETURN TO OWNER,3649 days,3650 days,1 days,3649,Unknown,Long Beach California Animal Shelter
CAT,2011-04-01,FLAME PT,None,Neutered,2017-04-01,NORMAL,STRAY,2017-04-07,ADOPTION,2192 days,2198 days,6 days,2192,Unknown,Long Beach California Animal Shelter
DOG,2007-10-14,TAN,BLACK,Spayed,2017-08-26,NORMAL,STRAY,2017-08-30,RETURN TO OWNER,3604 days,3608 days,4 days,3604,Unknown,Long Beach California Animal Shelter
CAT,2021-04-21,WHITE,None,Spayed,2023-04-21,INJURED  MILD,STRAY,2023-05-27,ADOPTION,730 days,766 days,36 days,730,Unknown,Long Beach California Animal Shelter
DOG,2009-10-22,BLACK,None,Neutered,2019-10-22,NORMAL,STRAY,2019-11-26,RESCUE,3652 days,3687 days,35 days,3652,Unknown,Long Beach California Animal Shelter
CAT,2022-04-22,BLACK,ORANGE,Neutered,2023-04-22,NORMAL,STRAY,2023-05-05,ADOPTION,365 days,378 days,13 days,365,Unknown,Long Beach California Animal Shelter
DOG,2016-12-08,BLACK,None,Neutered,2017-12-08,NORMAL,STRAY,2017-12-30,TRANSFER,365 days,387 days,22 days,365,Unknown,Long Beach California Animal Shelter
OTHER,2016-12-28,GRAY,None,Unknown,2017-01-28,NORMAL,SAFE KEEP,2017-02-11,ADOPTION,31 days,45 days,14 days,31,Unknown,Long Beach California Animal Shelter
DOG,2013-03-22,GRAY,WHITE,Female,2017-03-22,NORMAL,STRAY,2017-03-23,RETURN TO OWNER,1461 days,1462 days,1 days,1461,Unknown,Long Beach California Animal Shelter
OTHER,2016-12-28,GRAY,WHITE,Unknown,2017-01-28,NORMAL,SAFE KEEP,2017-02-17,RESCUE,31 days,51 days,20 days,31,Unknown,Long Beach California Animal Shelter
DOG,2017-10-05,BLUE,WHITE,Neutered,2019-10-05,NORMAL,STRAY,2019-12-20,ADOPTION,730 days,806 days,76 days,730,Unknown,Long Beach California Animal Shelter
CAT,2017-02-28,GRAY,WHITE,Female,2018-02-28,NORMAL,STRAY,2018-03-07,RESCUE,365 days,372 days,7 days,365,Unknown,Long Beach California Animal Shelter
CAT,2020-07-25,WHITE,BROWN,Neutered,2020-10-09,NORMAL,STRAY,2020-10-12,RESCUE,76 days,79 days,3 days,76,Unknown,Long Beach California Animal Shelter
DOG,2012-01-03,BLACK,BROWN,Male,2018-08-11,NORMAL,STRAY,2018-08-20,RESCUE,2412 days,2421 days,9 days,2412,Unknown,Long Beach California Animal Shelter
WILD,2018-12-16,GRAY,None,Unknown,2021-12-16,INJURED  SEVERE,WILDLIFE,2021-12-16,EUTHANASIA,1096 days,1096 days,0 days,1096,Unknown,Long Beach California Animal Shelter
DOG,2015-01-01,BLUE,WHITE,Male,2017-01-01,NORMAL,STRAY,2017-01-06,RETURN TO OWNER,731 days,736 days,5 days,731,Unknown,Long Beach California Animal Shelter
CAT,2017-06-28,BROWN,BLACK,Neutered,2020-06-28,NORMAL,OWNER SURRENDER,2020-07-11,ADOPTION,1096 days,1109 days,13 days,1096,Unknown,Long Beach California Animal Shelter
DOG,2014-09-22,BLACK,None,Neutered,2019-09-22,NORMAL,STRAY,2019-09-25,RETURN TO OWNER,1826 days,1829 days,3 days,1826,Unknown,Long Beach California Animal Shelter
DOG,2018-09-06,GRAY,None,Female,2024-07-06,NORMAL,STRAY,2024-07-06,RETURN TO OWNER,2130 days,2130 days,0 days,2130,Unknown,Long Beach California Animal Shelter
DOG,2009-03-11,BROWN,BROWN,Neutered,2019-03-11,AGED,STRAY,2019-03-13,RETURN TO OWNER,3652 days,3654 days,2 days,3652,Unknown,Long Beach California Animal Shelter
DOG,2012-10-28,BROWN,None,Male,2017-10-28,NORMAL,STRAY,2017-11-08,EUTHANASIA,1826 days,1837 days,11 days,1826,Unknown,Long Beach California Animal Shelter
DOG,2013-04-23,BLACK,BROWN,Female,2017-04-23,INJURED  MILD,STRAY,2017-04-24,RESCUE,1461 days,1462 days,1 days,1461,Unknown,Long Beach California Animal Shelter
DOG,2020-09-06,BLACK,BR BRINDLE,Neutered,2022-09-07,NORMAL,STRAY,2022-09-11,HOMEFIRST,731 days,735 days,4 days,731,Unknown,Long Beach California Animal Shelter
DOG,2015-08-07,BLACK,TAN,Spayed,2020-02-21,NORMAL,STRAY,2020-02-22,RETURN TO OWNER,1659 days,1660 days,1 days,1659,Unknown,Long Beach California Animal Shelter
CAT,2023-05-04,BLACK,WHITE,Female,2023-06-22,NORMAL,STRAY,2023-07-22,RESCUE,49 days,79 days,30 days,49,Unknown,Long Beach California Animal Shelter
DOG,2011-10-08,BROWN,None,Male,2017-03-18,NORMAL,STRAY,2017-03-22,RETURN TO OWNER,1988 days,1992 days,4 days,1988,Unknown,Long Beach California Animal Shelter
CAT,2024-05-15,BLACK,None,Spayed,2024-06-08,NORMAL,STRAY,2024-08-22,ADOPTION,24 days,99 days,75 days,24,Unknown,Long Beach California Animal Shelter
DOG,2016-06-07,WHITE,BROWN,Neutered,2019-06-07,NORMAL,STRAY,2019-06-08,RETURN TO OWNER,1095 days,1096 days,1 days,1095,Unknown,Long Beach California Animal Shelter
CAT,2024-05-15,ORANGE,None,Neutered,2024-06-08,NORMAL,STRAY,2024-08-11,ADOPTION,24 days,88 days,64 days,24,Unknown,Long Beach California Animal Shelter
CAT,2019-05-07,BLACK,WHITE,Male,2019-06-06,UNDER AGE/WEIGHT,STRAY,2019-06-13,ADOPTION,30 days,37 days,7 days,30,Unknown,Long Beach California Animal Shelter
CAT,2019-05-07,BLACK,WHITE,Neutered,2019-06-06,UNDER AGE/WEIGHT,STRAY,2019-06-16,FOSTER TO ADOPT,30 days,40 days,10 days,30,Unknown,Long Beach California Animal Shelter
REPTILE,2014-10-05,BROWN,GREEN,Male,2017-10-05,NORMAL,STRAY,2017-10-07,RETURN TO OWNER,1096 days,1098 days,2 days,1096,Unknown,Long Beach California Animal Shelter
DOG,2015-08-12,BROWN,None,Female,2017-08-12,NORMAL,STRAY,2017-08-18,TRANSFER,731 days,737 days,6 days,731,Unknown,Long Beach California Animal Shelter
CAT,2023-10-25,GRAY,None,Neutered,2024-01-09,NORMAL,STRAY,2024-01-17,ADOPTION,76 days,84 days,8 days,76,Unknown,Long Beach California Animal Shelter
DOG,2011-04-29,BLACK,None,Male,2018-04-29,NORMAL,STRAY,2018-05-09,TRANSFER,2557 days,2567 days,10 days,2557,Unknown,Long Beach California Animal Shelter
DOG,2014-12-04,BROWN,TAN,Male,2024-10-17,INJURED  MODERATE,STRAY,2024-10-17,EUTHANASIA,3605 days,3605 days,0 days,3605,Unknown,Long Beach California Animal Shelter
DOG,2016-06-17,BLACK,TAN,Neutered,2019-06-17,NORMAL,STRAY,2019-06-17,RETURN TO OWNER,1095 days,1095 days,0 days,1095,Unknown,Long Beach California Animal Shelter
CAT,2020-10-23,GRAY,WHITE,Neutered,2021-10-23,ILL MODERATETE,OWNER SURRENDER,2022-01-16,ADOPTION,365 days,450 days,85 days,365,Unknown,Long Beach California Animal Shelter
DOG,2021-12-15,BLACK,None,Male,2022-12-15,NORMAL,STRAY,2022-12-18,ADOPTION,365 days,368 days,3 days,365,Unknown,Long Beach California Animal Shelter
DOG,2014-03-24,TAN,None,Neutered,2019-09-13,INJURED  MODERATE,STRAY,2019-09-18,RETURN TO OWNER,1999 days,2004 days,5 days,1999,Unknown,Long Beach California Animal Shelter
RABBIT,2017-07-11,BLACK,None,Neutered,2018-07-11,NORMAL,STRAY,2018-12-16,RESCUE,365 days,523 days,158 days,365,Unknown,Long Beach California Animal Shelter
DOG,2010-07-13,BLACK,TAN,Neutered,2017-07-12,NORMAL,STRAY,2017-07-13,RETURN TO OWNER,2556 days,2557 days,1 days,2556,Unknown,Long Beach California Animal Shelter
CAT,2019-07-31,CALICO,WHITE,Spayed,2019-09-15,UNDER AGE/WEIGHT,STRAY,2020-02-18,RESCUE,46 days,202 days,156 days,46,Unknown,Long Beach California Animal Shelter
DOG,2012-11-02,TAN,BROWN,Female,2017-11-02,NORMAL,STRAY,2017-11-02,EUTHANASIA,1826 days,1826 days,0 days,1826,Unknown,Long Beach California Animal Shelter
CAT,2018-07-23,BLACK,None,Female,2018-09-01,UNDER AGE/WEIGHT,STRAY,2018-09-05,RESCUE,40 days,44 days,4 days,40,Unknown,Long Beach California Animal Shelter
BIRD,2018-05-21,GRAY,None,Unknown,2019-05-21,INJURED  SEVERE,WILDLIFE,2019-05-21,EUTHANASIA,365 days,365 days,0 days,365,Unknown,Long Beach California Animal Shelter
DOG,2018-02-28,WHITE,BLACK,Female,2020-02-28,NORMAL,STRAY,2020-03-05,TRANSFER,730 days,736 days,6 days,730,Unknown,Long Beach California Animal Shelter
DOG,2017-09-06,BLACK,WHITE,Female,2018-09-06,NORMAL,STRAY,2018-09-16,TRANSFER,365 days,375 days,10 days,365,Unknown,Long Beach California Animal Shelter
CAT,2023-04-19,GRAY,None,Male,2023-05-19,NORMAL,STRAY,2023-05-21,ADOPTION,30 days,32 days,2 days,30,Unknown,Long Beach California Animal Shelter
DOG,2011-10-13,BLACK,None,Male,2019-05-08,NORMAL,STRAY,2019-05-18,TRANSFER,2764 days,2774 days,10 days,2764,Unknown,Long Beach California Animal Shelter
CAT,2017-05-15,BLACK,None,Male,2017-07-08,UNDER AGE/WEIGHT,STRAY,2017-07-13,RESCUE,54 days,59 days,5 days,54,Unknown,Long Beach California Animal Shelter
OTHER,2022-02-17,BLACK,GRAY,Unknown,2022-08-17,ILL SEVERE,WILDLIFE,2022-08-17,EUTHANASIA,181 days,181 days,0 days,181,Unknown,Long Beach California Animal Shelter
CAT,2009-05-09,BLACK,None,Unknown,2018-05-09,ILL SEVERE,STRAY,2018-05-10,EUTHANASIA,3287 days,3288 days,1 days,3287,Unknown,Long Beach California Animal Shelter
DOG,2024-06-15,BLACK,WHITE,Male,2024-07-26,UNDER AGE/WEIGHT,STRAY,2024-07-26,EUTHANASIA,41 days,41 days,0 days,41,Unknown,Long Beach California Animal Shelter
CAT,2017-01-25,BLACK,None,Unknown,2017-03-15,INJURED  SEVERE,STRAY,2017-03-15,EUTHANASIA,49 days,49 days,0 days,49,Unknown,Long Beach California Animal Shelter
DOG,2024-06-15,BLACK,WHITE,Female,2024-07-26,UNDER AGE/WEIGHT,STRAY,2024-07-26,EUTHANASIA,41 days,41 days,0 days,41,Unknown,Long Beach California Animal Shelter
CAT,2017-06-24,TORTIE,None,Female,2017-08-24,UNDER AGE/WEIGHT,STRAY,2017-08-24,EUTHANASIA,61 days,61 days,0 days,61,Unknown,Long Beach California Animal Shelter
CAT,2023-05-18,ORANGE,None,Neutered,2023-07-05,ILL MILD,STRAY,2023-09-16,ADOPTION,48 days,121 days,73 days,48,Unknown,Long Beach California Animal Shelter
DOG,2013-06-01,BROWN,WHITE,Female,2019-06-01,NORMAL,STRAY,2019-06-07,TRANSFER,2191 days,2197 days,6 days,2191,Unknown,Long Beach California Animal Shelter
DOG,2010-01-10,WHITE,None,Spayed,2017-01-10,NORMAL,STRAY,2017-02-04,RESCUE,2557 days,2582 days,25 days,2557,Unknown,Long Beach California Animal Shelter
DOG,2014-08-07,TRICOLOR,None,Neutered,2018-08-07,NORMAL,STRAY,2018-08-09,RETURN TO OWNER,1461 days,1463 days,2 days,1461,Unknown,Long Beach California Animal Shelter
DOG,2015-08-19,BR BRINDLE,None,Female,2020-03-11,NORMAL,WELFARE SEIZED,2020-03-24,RESCUE,1666 days,1679 days,13 days,1666,Unknown,Long Beach California Animal Shelter
DOG,2004-02-18,BROWN,WHITE,Spayed,2017-03-18,NORMAL,STRAY,2017-03-19,RETURN TO OWNER,4777 days,4778 days,1 days,4777,Unknown,Long Beach California Animal Shelter
DOG,2015-12-05,BROWN,None,Male,2017-12-05,INJURED  MODERATE,STRAY,2018-01-11,RESCUE,731 days,768 days,37 days,731,Unknown,Long Beach California Animal Shelter
CAT,2016-05-26,CRM TABBY,None,Female,2018-05-26,NORMAL,STRAY,2018-06-07,TRANSFER,730 days,742 days,12 days,730,Unknown,Long Beach California Animal Shelter
DOG,2017-07-14,BLACK,GRAY,Female,2019-07-14,NORMAL,STRAY,2019-07-20,TRANSFER,730 days,736 days,6 days,730,Unknown,Long Beach California Animal Shelter
BIRD,2018-05-24,BLACK,None,Unknown,2019-05-24,INJURED  MODERATE,WILDLIFE,2019-05-24,TRANSFER,365 days,365 days,0 days,365,Unknown,Long Beach California Animal Shelter
CAT,2018-04-03,WHITE,BLACK,Male,2018-05-03,UNDER AGE/WEIGHT,STRAY,2018-05-04,EUTHANASIA,30 days,31 days,1 days,30,Unknown,Long Beach California Animal Shelter
DOG,2008-04-27,WHITE,TAN,Spayed,2018-07-01,NORMAL,STRAY,2018-07-03,RETURN TO OWNER,3717 days,3719 days,2 days,3717,Unknown,Long Beach California Animal Shelter
DOG,2015-01-22,TAN,WHITE,Neutered,2017-01-22,NORMAL,STRAY,2017-01-22,RETURN TO OWNER,731 days,731 days,0 days,731,Unknown,Long Beach California Animal Shelter
DOG,2008-10-18,BROWN,None,Female,2017-05-17,NORMAL,STRAY,2017-05-17,RETURN TO OWNER,3133 days,3133 days,0 days,3133,Unknown,Long Beach California Animal Shelter
DOG,2007-06-01,TAN,WHITE,Spayed,2017-11-25,NORMAL,OWNER SURRENDER,2018-01-14,RESCUE,3830 days,3880 days,50 days,3830,Unknown,Long Beach California Animal Shelter
DOG,2018-05-19,WHITE,TAN,Male,2020-05-19,NORMAL,STRAY,2020-05-23,TRANSFER,731 days,735 days,4 days,731,Unknown,Long Beach California Animal Shelter
DOG,2017-07-13,BLACK,WHITE,Female,2018-04-13,NORMAL,STRAY,2018-04-19,TRANSFER,274 days,280 days,6 days,274,Unknown,Long Beach California Animal Shelter
CAT,2019-07-31,BLACK,WHITE,Spayed,2020-07-31,FRACTIOUS,STRAY,2020-08-06,"SHELTER, NEUTER, RETURN",366 days,372 days,6 days,366,Unknown,Long Beach California Animal Shelter
WILD,2017-06-14,BROWN,GRAY,Unknown,2017-07-14,NORMAL,WILDLIFE,2017-07-14,EUTHANASIA,30 days,30 days,0 days,30,Unknown,Long Beach California Animal Shelter
CAT,2019-07-31,TORTIE DIL,None,Spayed,2020-07-31,NORMAL,STRAY,2020-08-06,"SHELTER, NEUTER, RETURN",366 days,372 days,6 days,366,Unknown,Long Beach California Animal Shelter
CAT,2018-08-10,BLACK,None,Female,2019-08-10,ILL MODERATETE,STRAY,2019-08-12,EUTHANASIA,365 days,367 days,2 days,365,Unknown,Long Beach California Animal Shelter
CAT,2018-08-08,BLACK,None,Neutered,2020-08-08,NORMAL,STRAY,2020-08-13,"SHELTER, NEUTER, RETURN",731 days,736 days,5 days,731,Unknown,Long Beach California Animal Shelter
CAT,2019-08-08,GRAY,None,Spayed,2020-08-08,NORMAL,STRAY,2020-08-13,"SHELTER, NEUTER, RETURN",366 days,371 days,5 days,366,Unknown,Long Beach California Animal Shelter
DOG,2017-06-16,WHITE,None,Male,2019-06-16,NORMAL,STRAY,2019-06-19,RETURN TO OWNER,730 days,733 days,3 days,730,Unknown,Long Beach California Animal Shelter
CAT,2016-06-17,TORTIE,None,Spayed,2018-06-17,NORMAL,STRAY,2018-07-05,"SHELTER, NEUTER, RETURN",730 days,748 days,18 days,730,Unknown,Long Beach California Animal Shelter
CAT,2017-06-29,ORG TABBY,None,Female,2017-07-29,UNDER AGE/WEIGHT,STRAY,2017-07-30,TRANSFER,30 days,31 days,1 days,30,Unknown,Long Beach California Animal Shelter
CAT,2023-06-12,WHITE,GRAY,Neutered,2024-05-31,ILL MODERATETE,STRAY,2024-06-21,COMMUNITY CAT,354 days,375 days,21 days,354,Unknown,Long Beach California Animal Shelter
DOG,2018-03-09,BROWN,WHITE,Male,2019-01-08,NORMAL,STRAY,2019-01-09,RETURN TO OWNER,305 days,306 days,1 days,305,Unknown,Long Beach California Animal Shelter
DOG,2017-08-15,BROWN,BLACK,Neutered,2022-08-15,INJURED  MILD,STRAY,2022-11-04,RESCUE,1826 days,1907 days,81 days,1826,Unknown,Long Beach California Animal Shelter
DOG,2017-09-20,BR BRINDLE,WHITE,Male,2018-09-20,NORMAL,STRAY,2018-09-26,TRANSFER,365 days,371 days,6 days,365,Unknown,Long Beach California Animal Shelter
CAT,2023-06-18,WHITE,GRAY,Male,2023-07-07,UNDER AGE/WEIGHT,STRAY,2023-08-16,RESCUE,19 days,59 days,40 days,19,Unknown,Long Beach California Animal Shelter
DOG,2009-10-30,GRAY,None,Spayed,2019-10-30,NORMAL,STRAY,2019-11-10,ADOPTION,3652 days,3663 days,11 days,3652,Unknown,Long Beach California Animal Shelter
DOG,2023-02-11,BLACK,BROWN,Spayed,2023-10-11,I/I REPORT,STRAY,2023-10-18,ADOPTION,242 days,249 days,7 days,242,Unknown,Long Beach California Animal Shelter
DOG,2013-08-19,WHITE,TAN,Male,2018-08-19,NORMAL,STRAY,2018-08-25,TRANSFER,1826 days,1832 days,6 days,1826,Unknown,Long Beach California Animal Shelter
DOG,2007-05-01,BROWN,BLACK,Male,2017-11-03,NORMAL,STRAY,2017-11-03,RETURN TO OWNER,3839 days,3839 days,0 days,3839,Unknown,Long Beach California Animal Shelter
CAT,2023-05-14,CALICO DIL,None,Spayed,2023-09-14,NORMAL,STRAY,2023-09-17,ADOPTION,123 days,126 days,3 days,123,Unknown,Long Beach California Animal Shelter
DOG,2018-02-07,BLACK,WHITE,Female,2019-02-07,NORMAL,STRAY,2019-02-10,RETURN TO OWNER,365 days,368 days,3 days,365,Unknown,Long Beach California Animal Shelter
RABBIT,2021-06-02,BLACK,None,Spayed,2022-06-02,NORMAL,STRAY,2022-07-29,RESCUE,365 days,422 days,57 days,365,Unknown,Long Beach California Animal Shelter
RABBIT,2022-01-26,GRAY,None,Male,2023-01-26,INJURED  SEVERE,WILDLIFE,2023-01-26,EUTHANASIA,365 days,365 days,0 days,365,Unknown,Long Beach California Animal Shelter
CAT,2014-11-27,BLACK,WHITE,Female,2019-11-27,NORMAL,STRAY,2019-12-01,RETURN TO OWNER,1826 days,1830 days,4 days,1826,Unknown,Long Beach California Animal Shelter
DOG,2016-09-27,BLACK,BROWN,Male,2018-09-27,NORMAL,STRAY,2018-10-03,TRANSFER,730 days,736 days,6 days,730,Unknown,Long Beach California Animal Shelter
DOG,2011-04-19,BLACK,BROWN,Male,2017-04-19,NORMAL,STRAY,2017-04-26,TRANSFER,2192 days,2199 days,7 days,2192,Unknown,Long Beach California Animal Shelter
BIRD,2017-03-17,WHITE,RED,Male,2019-03-17,NORMAL,STRAY,2020-06-11,ADOPTION,730 days,1182 days,452 days,730,Unknown,Long Beach California Animal Shelter
CAT,2017-11-15,BLACK,WHITE,Spayed,2022-11-12,ILL MILD,STRAY,2022-11-17,ADOPTION,1823 days,1828 days,5 days,1823,Unknown,Long Beach California Animal Shelter
DOG,2017-06-09,BLUE,WHITE,Neutered,2019-06-09,NORMAL,CONFISCATE,2019-06-16,RETURN TO OWNER,730 days,737 days,7 days,730,Unknown,Long Beach California Animal Shelter
CAT,2017-08-01,GRAY,None,Unknown,2017-08-02,UNDER AGE/WEIGHT,STRAY,2017-08-02,EUTHANASIA,1 days,1 days,0 days,1,Unknown,Long Beach California Animal Shelter
CAT,2017-07-04,BRN TABBY,WHITE,Spayed,2017-10-04,FERAL,STRAY,2017-10-25,ADOPTION,92 days,113 days,21 days,92,Unknown,Long Beach California Animal Shelter
DOG,2017-09-19,BLACK,WHITE,Male,2019-09-19,NORMAL,STRAY,2019-09-29,RESCUE,730 days,740 days,10 days,730,Unknown,Long Beach California Animal Shelter
CAT,2017-05-10,BRN TABBY,None,Male,2017-06-10,UNDER AGE/WEIGHT,STRAY,2017-06-19,RESCUE,31 days,40 days,9 days,31,Unknown,Long Beach California Animal Shelter
CAT,2017-05-02,GRAY,WHITE,Male,2017-06-02,UNDER AGE/WEIGHT,STRAY,2017-06-12,RESCUE,31 days,41 days,10 days,31,Unknown,Long Beach California Animal Shelter
DOG,2017-01-15,TAN,WHITE,Female,2017-04-15,NORMAL,STRAY,2017-04-15,EUTHANASIA,90 days,90 days,0 days,90,Unknown,Long Beach California Animal Shelter
CAT,2020-06-16,TORTIE DIL,None,Spayed,2020-08-16,UNDER AGE/WEIGHT,STRAY,2020-09-02,ADOPTION,61 days,78 days,17 days,61,Unknown,Long Beach California Animal Shelter
CAT,2016-07-26,BLACK,None,Spayed,2018-07-26,NORMAL,STRAY,2018-10-23,ADOPTION,730 days,819 days,89 days,730,Unknown,Long Beach California Animal Shelter
DOG,2013-07-14,WHITE,None,Spayed,2023-01-17,INJURED  MILD,STRAY,2023-01-17,RETURN TO OWNER,3474 days,3474 days,0 days,3474,Unknown,Long Beach California Animal Shelter
DOG,2016-10-10,BROWN,TAN,Male,2018-10-10,NORMAL,STRAY,2018-10-16,TRANSFER,730 days,736 days,6 days,730,Unknown,Long Beach California Animal Shelter
CAT,2017-12-23,BRN TABBY,ORANGE,Female,2018-02-23,NORMAL,STRAY,2018-02-23,TRANSFER,62 days,62 days,0 days,62,Unknown,Long Beach California Animal Shelter
DOG,2009-02-09,BLACK,None,Neutered,2017-03-18,NORMAL,STRAY,2017-03-18,RETURN TO OWNER,2959 days,2959 days,0 days,2959,Unknown,Long Beach California Animal Shelter
DOG,2012-05-17,BLUE,WHITE,Male,2017-05-17,INJURED  SEVERE,STRAY,2017-05-17,RETURN TO OWNER,1826 days,1826 days,0 days,1826,Unknown,Long Beach California Animal Shelter
DOG,2008-07-28,TAN,BLACK,Female,2017-07-28,NORMAL,STRAY,2017-07-30,RETURN TO OWNER,3287 days,3289 days,2 days,3287,Unknown,Long Beach California Animal Shelter
CAT,2004-11-20,BLACK,WHITE,Unknown,2017-11-20,NORMAL,STRAY,2017-11-20,EUTHANASIA,4748 days,4748 days,0 days,4748,Unknown,Long Beach California Animal Shelter
DOG,2016-11-13,WHITE,None,Female,2017-07-13,NORMAL,STRAY,2017-07-19,TRANSFER,242 days,248 days,6 days,242,Unknown,Long Beach California Animal Shelter
RABBIT,2016-01-07,BLACK,None,Spayed,2017-01-07,NORMAL,STRAY,2017-04-15,ADOPTION,366 days,464 days,98 days,366,Unknown,Long Beach California Animal Shelter
DOG,2016-08-03,TAN,WHITE,Male,2017-02-03,NORMAL,STRAY,2017-02-09,TRANSFER,184 days,190 days,6 days,184,Unknown,Long Beach California Animal Shelter
DOG,2016-04-11,GRAY,WHITE,Male,2017-02-11,NORMAL,STRAY,2017-02-19,TRANSFER,306 days,314 days,8 days,306,Unknown,Long Beach California Animal Shelter
DOG,2019-01-01,WHITE,BROWN,Spayed,2023-03-07,NORMAL,STRAY,2023-04-05,ADOPTION,1526 days,1555 days,29 days,1526,Unknown,Long Beach California Animal Shelter
CAT,2020-07-10,FLAME PT,None,Male,2020-08-10,UNDER AGE/WEIGHT,STRAY,2020-08-11,RESCUE,31 days,32 days,1 days,31,Unknown,Long Beach California Animal Shelter
CAT,2021-01-20,BLACK,None,Neutered,2024-01-20,INJURED  MODERATE,STRAY,2024-02-02,ADOPTION,1095 days,1108 days,13 days,1095,Unknown,Long Beach California Animal Shelter
DOG,2016-06-24,BLONDE,None,Male,2017-06-24,NORMAL,STRAY,2017-06-30,TRANSFER,365 days,371 days,6 days,365,Unknown,Long Beach California Animal Shelter
OTHER,2020-06-21,BROWN,None,Unknown,2020-09-21,INJURED  MODERATE,WILDLIFE,2020-09-21,TRANSFER,92 days,92 days,0 days,92,Unknown,Long Beach California Animal Shelter
CAT,2015-07-26,TORTIE,None,Female,2018-07-26,NORMAL,STRAY,2018-08-08,TRANSFER,1096 days,1109 days,13 days,1096,Unknown,Long Beach California Animal Shelter
